"VLTRADERID","WRITETIME","STATUSDETAIL","STATUS","NAME","ID"
"1","2013-03-04 13:40:21.491","Partial","Problem","Widgit","392"
"777","2013-03-04 13:40:21.492","","Good","flashyThing","393"
"1","2013-03-04 13:40:21.492","Partial","Warning","Widgit","394"
"777","2013-03-04 13:40:21.492","WindowsME_BROKE","Problem","flashyThing","395"
"1","2013-03-04 13:40:21.492","","Good","Widgit","396"
"777","2013-03-04 13:40:21.493","WindowsME_BROKE","Warning","flashyThing","397"
"1","2013-03-04 13:40:21.493","Partial","Problem","Widgit","398"
"777","2013-03-04 13:40:21.493","","Good","flashyThing","399"
"1","2013-03-04 13:40:21.494","Partial","Warning","Widgit","400"
"777","2013-03-04 13:40:21.494","WindowsME_BROKE","Problem","flashyThing","401"
"1","2013-03-04 13:40:21.494","","Good","Widgit","402"
"777","2013-03-04 13:40:21.494","WindowsME_BROKE","Warning","flashyThing","403"
"1","2013-03-04 13:40:21.495","Partial","Problem","Widgit","404"
"777","2013-03-04 13:40:21.495","","Good","flashyThing","405"
"1","2013-03-04 13:40:21.495","Partial","Warning","Widgit","406"
"777","2013-03-04 13:40:21.495","WindowsME_BROKE","Problem","flashyThing","407"
"1","2013-03-04 13:40:21.496","","Good","Widgit","408"
"777","2013-03-04 13:40:21.496","WindowsME_BROKE","Warning","flashyThing","409"
"1","2013-03-04 13:40:21.496","Partial","Problem","Widgit","410"
"777","2013-03-04 13:40:21.497","","Good","flashyThing","411"
"1","2013-03-04 13:40:21.497","Partial","Warning","Widgit","412"
"777","2013-03-04 13:40:21.497","WindowsME_BROKE","Problem","flashyThing","413"
"1","2013-03-04 13:40:21.497","","Good","Widgit","414"
"777","2013-03-04 13:40:21.498","WindowsME_BROKE","Warning","flashyThing","415"
"1","2013-03-04 13:40:21.498","Partial","Problem","Widgit","416"
"777","2013-03-04 13:40:21.499","","Good","flashyThing","417"
"1","2013-03-04 13:40:21.499","Partial","Warning","Widgit","418"
"777","2013-03-04 13:40:21.5","WindowsME_BROKE","Problem","flashyThing","419"
"1","2013-03-04 13:40:21.5","","Good","Widgit","420"
"777","2013-03-04 13:40:21.5","WindowsME_BROKE","Warning","flashyThing","421"
"1","2013-03-04 13:40:21.501","Partial","Problem","Widgit","422"
"777","2013-03-04 13:40:21.501","","Good","flashyThing","423"
"1","2013-03-04 13:40:21.502","Partial","Warning","Widgit","424"
"777","2013-03-04 13:40:21.502","WindowsME_BROKE","Problem","flashyThing","425"
"1","2013-03-04 13:40:21.502","","Good","Widgit","426"
"777","2013-03-04 13:40:21.503","WindowsME_BROKE","Warning","flashyThing","427"
"1","2013-03-04 13:40:21.503","Partial","Problem","Widgit","428"
"777","2013-03-04 13:40:21.504","","Good","flashyThing","429"
"1","2013-03-04 13:40:21.504","Partial","Warning","Widgit","430"
"777","2013-03-04 13:40:21.504","WindowsME_BROKE","Problem","flashyThing","431"
"1","2013-03-04 13:40:21.505","","Good","Widgit","432"
"777","2013-03-04 13:40:21.505","WindowsME_BROKE","Warning","flashyThing","433"
"1","2013-03-04 13:40:21.505","Partial","Problem","Widgit","434"
"777","2013-03-04 13:40:21.506","","Good","flashyThing","435"
"1","2013-03-04 13:40:21.506","Partial","Warning","Widgit","436"
"777","2013-03-04 13:40:21.507","WindowsME_BROKE","Problem","flashyThing","437"
"1","2013-03-04 13:40:21.507","","Good","Widgit","438"
"777","2013-03-04 13:40:21.508","WindowsME_BROKE","Warning","flashyThing","439"
"1","2013-03-04 13:40:21.508","Partial","Problem","Widgit","440"
"777","2013-03-04 13:40:21.508","","Good","flashyThing","441"
"1","2013-03-04 13:40:21.509","Partial","Warning","Widgit","442"
"777","2013-03-04 13:40:21.509","WindowsME_BROKE","Problem","flashyThing","443"
"1","2013-03-04 13:40:21.509","","Good","Widgit","444"
"777","2013-03-04 13:40:21.511","WindowsME_BROKE","Warning","flashyThing","445"
"1","2013-03-04 13:40:21.512","Partial","Problem","Widgit","446"
"777","2013-03-04 13:40:21.512","","Good","flashyThing","447"
"1","2013-03-04 13:40:21.512","Partial","Warning","Widgit","448"
"777","2013-03-04 13:40:21.513","WindowsME_BROKE","Problem","flashyThing","449"
"1","2013-03-04 13:40:21.513","","Good","Widgit","450"
"777","2013-03-04 13:40:21.514","WindowsME_BROKE","Warning","flashyThing","451"
"1","2013-03-04 13:40:21.514","Partial","Problem","Widgit","452"
"777","2013-03-04 13:40:21.514","","Good","flashyThing","453"
"1","2013-03-04 13:40:21.515","Partial","Warning","Widgit","454"
"777","2013-03-04 13:40:21.515","WindowsME_BROKE","Problem","flashyThing","455"
"1","2013-03-04 13:40:21.515","","Good","Widgit","456"
"777","2013-03-04 13:40:21.516","WindowsME_BROKE","Warning","flashyThing","457"
"1","2013-03-04 13:40:21.516","Partial","Problem","Widgit","458"
"777","2013-03-04 13:40:21.517","","Good","flashyThing","459"
"1","2013-03-04 13:40:21.517","Partial","Warning","Widgit","460"
"777","2013-03-04 13:40:21.517","WindowsME_BROKE","Problem","flashyThing","461"
"1","2013-03-04 13:40:21.518","","Good","Widgit","462"
"777","2013-03-04 13:40:21.518","WindowsME_BROKE","Warning","flashyThing","463"
"1","2013-03-04 13:40:21.518","Partial","Problem","Widgit","464"
"777","2013-03-04 13:40:21.519","","Good","flashyThing","465"
"1","2013-03-04 13:40:21.519","Partial","Warning","Widgit","466"
"777","2013-03-04 13:40:21.52","WindowsME_BROKE","Problem","flashyThing","467"
"1","2013-03-04 13:40:21.52","","Good","Widgit","468"
"777","2013-03-04 13:40:21.52","WindowsME_BROKE","Warning","flashyThing","469"
"1","2013-03-04 13:40:21.521","Partial","Problem","Widgit","470"
"777","2013-03-04 13:40:21.521","","Good","flashyThing","471"
"1","2013-03-04 13:40:21.522","Partial","Warning","Widgit","472"
"777","2013-03-04 13:40:21.523","WindowsME_BROKE","Problem","flashyThing","473"
"1","2013-03-04 13:40:21.524","","Good","Widgit","474"
"777","2013-03-04 13:40:21.524","WindowsME_BROKE","Warning","flashyThing","475"
"1","2013-03-04 13:40:21.525","Partial","Problem","Widgit","476"
"777","2013-03-04 13:40:21.525","","Good","flashyThing","477"
"1","2013-03-04 13:40:21.525","Partial","Warning","Widgit","478"
"777","2013-03-04 13:40:21.526","WindowsME_BROKE","Problem","flashyThing","479"
"1","2013-03-04 13:40:21.526","","Good","Widgit","480"
"777","2013-03-04 13:40:21.527","WindowsME_BROKE","Warning","flashyThing","481"
"1","2013-03-04 13:40:21.527","Partial","Problem","Widgit","482"
"777","2013-03-04 13:40:21.527","","Good","flashyThing","483"
"1","2013-03-04 13:40:21.528","Partial","Warning","Widgit","484"
"777","2013-03-04 13:40:21.528","WindowsME_BROKE","Problem","flashyThing","485"
"1","2013-03-04 13:40:21.528","","Good","Widgit","486"
"777","2013-03-04 13:40:21.529","WindowsME_BROKE","Warning","flashyThing","487"
"1","2013-03-04 13:40:21.529","Partial","Problem","Widgit","488"
"777","2013-03-04 13:40:21.53","","Good","flashyThing","489"
"1","2013-03-04 13:40:21.53","Partial","Warning","Widgit","490"
"777","2013-03-04 13:40:21.53","WindowsME_BROKE","Problem","flashyThing","491"
"1","2013-03-04 13:40:21.531","","Good","Widgit","492"
"777","2013-03-04 13:40:21.531","WindowsME_BROKE","Warning","flashyThing","493"
"1","2013-03-04 13:40:21.531","Partial","Problem","Widgit","494"
"777","2013-03-04 13:40:21.532","","Good","flashyThing","495"
"1","2013-03-04 13:40:21.532","Partial","Warning","Widgit","496"
"777","2013-03-04 13:40:21.533","WindowsME_BROKE","Problem","flashyThing","497"
"1","2013-03-04 13:40:21.533","","Good","Widgit","498"
"777","2013-03-04 13:40:21.533","WindowsME_BROKE","Warning","flashyThing","499"
"1","2013-03-04 13:40:21.534","Partial","Problem","Widgit","500"
"777","2013-03-04 13:40:21.536","","Good","flashyThing","501"
"1","2013-03-04 13:40:21.536","Partial","Warning","Widgit","502"
"777","2013-03-04 13:40:21.536","WindowsME_BROKE","Problem","flashyThing","503"
"1","2013-03-04 13:40:21.537","","Good","Widgit","504"
"777","2013-03-04 13:40:21.537","WindowsME_BROKE","Warning","flashyThing","505"
"1","2013-03-04 13:40:21.538","Partial","Problem","Widgit","506"
"777","2013-03-04 13:40:21.538","","Good","flashyThing","507"
"1","2013-03-04 13:40:21.539","Partial","Warning","Widgit","508"
"777","2013-03-04 13:40:21.539","WindowsME_BROKE","Problem","flashyThing","509"
"1","2013-03-04 13:40:21.54","","Good","Widgit","510"
"777","2013-03-04 13:40:21.54","WindowsME_BROKE","Warning","flashyThing","511"
"1","2013-03-04 13:40:21.54","Partial","Problem","Widgit","512"
"777","2013-03-04 13:40:21.541","","Good","flashyThing","513"
"1","2013-03-04 13:40:21.541","Partial","Warning","Widgit","514"
"777","2013-03-04 13:40:21.542","WindowsME_BROKE","Problem","flashyThing","515"
"1","2013-03-04 13:40:21.542","","Good","Widgit","516"
"777","2013-03-04 13:40:21.542","WindowsME_BROKE","Warning","flashyThing","517"
"1","2013-03-04 13:40:21.543","Partial","Problem","Widgit","518"
"777","2013-03-04 13:40:21.543","","Good","flashyThing","519"
"1","2013-03-04 13:40:21.544","Partial","Warning","Widgit","520"
"777","2013-03-04 13:40:21.544","WindowsME_BROKE","Problem","flashyThing","521"
"1","2013-03-04 13:40:21.544","","Good","Widgit","522"
"777","2013-03-04 13:40:21.545","WindowsME_BROKE","Warning","flashyThing","523"
"1","2013-03-04 13:40:21.545","Partial","Problem","Widgit","524"
"777","2013-03-04 13:40:21.546","","Good","flashyThing","525"
"1","2013-03-04 13:40:21.546","Partial","Warning","Widgit","526"
"777","2013-03-04 13:40:21.547","WindowsME_BROKE","Problem","flashyThing","527"
"1","2013-03-04 13:40:21.547","","Good","Widgit","528"
"777","2013-03-04 13:40:21.549","WindowsME_BROKE","Warning","flashyThing","529"
"1","2013-03-04 13:40:21.549","Partial","Problem","Widgit","530"
"777","2013-03-04 13:40:21.55","","Good","flashyThing","531"
"1","2013-03-04 13:40:21.55","Partial","Warning","Widgit","532"
"777","2013-03-04 13:40:21.55","WindowsME_BROKE","Problem","flashyThing","533"
"1","2013-03-04 13:40:21.551","","Good","Widgit","534"
"777","2013-03-04 13:40:21.551","WindowsME_BROKE","Warning","flashyThing","535"
"1","2013-03-04 13:40:21.552","Partial","Problem","Widgit","536"
"777","2013-03-04 13:40:21.552","","Good","flashyThing","537"
"1","2013-03-04 13:40:21.553","Partial","Warning","Widgit","538"
"777","2013-03-04 13:40:21.553","WindowsME_BROKE","Problem","flashyThing","539"
"1","2013-03-04 13:40:21.553","","Good","Widgit","540"
"777","2013-03-04 13:40:21.554","WindowsME_BROKE","Warning","flashyThing","541"
"1","2013-03-04 13:40:21.554","Partial","Problem","Widgit","542"
"777","2013-03-04 13:40:21.555","","Good","flashyThing","543"
"1","2013-03-04 13:40:21.555","Partial","Warning","Widgit","544"
"777","2013-03-04 13:40:21.555","WindowsME_BROKE","Problem","flashyThing","545"
"1","2013-03-04 13:40:21.556","","Good","Widgit","546"
"777","2013-03-04 13:40:21.556","WindowsME_BROKE","Warning","flashyThing","547"
"1","2013-03-04 13:40:21.557","Partial","Problem","Widgit","548"
"777","2013-03-04 13:40:21.557","","Good","flashyThing","549"
"1","2013-03-04 13:40:21.557","Partial","Warning","Widgit","550"
"777","2013-03-04 13:40:21.558","WindowsME_BROKE","Problem","flashyThing","551"
"1","2013-03-04 13:40:21.558","","Good","Widgit","552"
"777","2013-03-04 13:40:21.558","WindowsME_BROKE","Warning","flashyThing","553"
"1","2013-03-04 13:40:21.559","Partial","Problem","Widgit","554"
"777","2013-03-04 13:40:21.559","","Good","flashyThing","555"
"1","2013-03-04 13:40:21.56","Partial","Warning","Widgit","556"
"777","2013-03-04 13:40:21.561","WindowsME_BROKE","Problem","flashyThing","557"
"1","2013-03-04 13:40:21.562","","Good","Widgit","558"
"777","2013-03-04 13:40:21.562","WindowsME_BROKE","Warning","flashyThing","559"
"1","2013-03-04 13:40:21.562","Partial","Problem","Widgit","560"
"777","2013-03-04 13:40:21.563","","Good","flashyThing","561"
"1","2013-03-04 13:40:21.563","Partial","Warning","Widgit","562"
"777","2013-03-04 13:40:21.563","WindowsME_BROKE","Problem","flashyThing","563"
"1","2013-03-04 13:40:21.564","","Good","Widgit","564"
"777","2013-03-04 13:40:21.564","WindowsME_BROKE","Warning","flashyThing","565"
"1","2013-03-04 13:40:21.565","Partial","Problem","Widgit","566"
"777","2013-03-04 13:40:21.565","","Good","flashyThing","567"
"1","2013-03-04 13:40:21.565","Partial","Warning","Widgit","568"
"777","2013-03-04 13:40:21.566","WindowsME_BROKE","Problem","flashyThing","569"
"1","2013-03-04 13:40:21.566","","Good","Widgit","570"
"777","2013-03-04 13:40:21.566","WindowsME_BROKE","Warning","flashyThing","571"
"1","2013-03-04 13:40:21.567","Partial","Problem","Widgit","572"
"777","2013-03-04 13:40:21.567","","Good","flashyThing","573"
"1","2013-03-04 13:40:21.567","Partial","Warning","Widgit","574"
"777","2013-03-04 13:40:21.568","WindowsME_BROKE","Problem","flashyThing","575"
"1","2013-03-04 13:40:21.568","","Good","Widgit","576"
"777","2013-03-04 13:40:21.569","WindowsME_BROKE","Warning","flashyThing","577"
"1","2013-03-04 13:40:21.569","Partial","Problem","Widgit","578"
"777","2013-03-04 13:40:21.569","","Good","flashyThing","579"
"1","2013-03-04 13:40:21.57","Partial","Warning","Widgit","580"
"777","2013-03-04 13:40:21.57","WindowsME_BROKE","Problem","flashyThing","581"
"1","2013-03-04 13:40:21.57","","Good","Widgit","582"
"777","2013-03-04 13:40:21.571","WindowsME_BROKE","Warning","flashyThing","583"
"1","2013-03-04 13:40:21.571","Partial","Problem","Widgit","584"
"777","2013-03-04 13:40:21.573","","Good","flashyThing","585"
"1","2013-03-04 13:40:21.573","Partial","Warning","Widgit","586"
"777","2013-03-04 13:40:21.574","WindowsME_BROKE","Problem","flashyThing","587"
"1","2013-03-04 13:40:21.574","","Good","Widgit","588"
"777","2013-03-04 13:40:21.574","WindowsME_BROKE","Warning","flashyThing","589"
"1","2013-03-04 13:40:21.575","Partial","Problem","Widgit","590"
"777","2013-03-04 13:40:21.575","","Good","flashyThing","591"
"1","2013-03-04 13:40:21.575","Partial","Warning","Widgit","592"
"777","2013-03-04 13:40:21.576","WindowsME_BROKE","Problem","flashyThing","593"
"1","2013-03-04 13:40:21.576","","Good","Widgit","594"
"777","2013-03-04 13:40:21.577","WindowsME_BROKE","Warning","flashyThing","595"
"1","2013-03-04 13:40:21.577","Partial","Problem","Widgit","596"
"777","2013-03-04 13:40:21.577","","Good","flashyThing","597"
"1","2013-03-04 13:40:21.578","Partial","Warning","Widgit","598"
"777","2013-03-04 13:40:21.578","WindowsME_BROKE","Problem","flashyThing","599"
"1","2013-03-04 13:40:21.579","","Good","Widgit","600"
"777","2013-03-04 13:40:21.579","WindowsME_BROKE","Warning","flashyThing","601"
"1","2013-03-04 13:40:21.579","Partial","Problem","Widgit","602"
"777","2013-03-04 13:40:21.58","","Good","flashyThing","603"
"1","2013-03-04 13:40:21.58","Partial","Warning","Widgit","604"
"777","2013-03-04 13:40:21.58","WindowsME_BROKE","Problem","flashyThing","605"
"1","2013-03-04 13:40:21.581","","Good","Widgit","606"
"777","2013-03-04 13:40:21.581","WindowsME_BROKE","Warning","flashyThing","607"
"1","2013-03-04 13:40:21.581","Partial","Problem","Widgit","608"
"777","2013-03-04 13:40:21.582","","Good","flashyThing","609"
"1","2013-03-04 13:40:21.582","Partial","Warning","Widgit","610"
"777","2013-03-04 13:40:21.582","WindowsME_BROKE","Problem","flashyThing","611"
"1","2013-03-04 13:40:21.583","","Good","Widgit","612"
"777","2013-03-04 13:40:21.584","WindowsME_BROKE","Warning","flashyThing","613"
"1","2013-03-04 13:40:21.585","Partial","Problem","Widgit","614"
"777","2013-03-04 13:40:21.585","","Good","flashyThing","615"
"1","2013-03-04 13:40:21.586","Partial","Warning","Widgit","616"
"777","2013-03-04 13:40:21.586","WindowsME_BROKE","Problem","flashyThing","617"
"1","2013-03-04 13:40:21.586","","Good","Widgit","618"
"777","2013-03-04 13:40:21.587","WindowsME_BROKE","Warning","flashyThing","619"
"1","2013-03-04 13:40:21.587","Partial","Problem","Widgit","620"
"777","2013-03-04 13:40:21.587","","Good","flashyThing","621"
"1","2013-03-04 13:40:21.588","Partial","Warning","Widgit","622"
"777","2013-03-04 13:40:21.588","WindowsME_BROKE","Problem","flashyThing","623"
"1","2013-03-04 13:40:21.588","","Good","Widgit","624"
"777","2013-03-04 13:40:21.589","WindowsME_BROKE","Warning","flashyThing","625"
"1","2013-03-04 13:40:21.589","Partial","Problem","Widgit","626"
"777","2013-03-04 13:40:21.589","","Good","flashyThing","627"
"1","2013-03-04 13:40:21.59","Partial","Warning","Widgit","628"
"777","2013-03-04 13:40:21.59","WindowsME_BROKE","Problem","flashyThing","629"
"1","2013-03-04 13:40:21.591","","Good","Widgit","630"
"777","2013-03-04 13:40:21.591","WindowsME_BROKE","Warning","flashyThing","631"
"1","2013-03-04 13:40:21.591","Partial","Problem","Widgit","632"
"777","2013-03-04 13:40:21.592","","Good","flashyThing","633"
"1","2013-03-04 13:40:21.592","Partial","Warning","Widgit","634"
"777","2013-03-04 13:40:21.592","WindowsME_BROKE","Problem","flashyThing","635"
"1","2013-03-04 13:40:21.593","","Good","Widgit","636"
"777","2013-03-04 13:40:21.593","WindowsME_BROKE","Warning","flashyThing","637"
"1","2013-03-04 13:40:21.594","Partial","Problem","Widgit","638"
"777","2013-03-04 13:40:21.594","","Good","flashyThing","639"
"1","2013-03-04 13:40:21.594","Partial","Warning","Widgit","640"
"777","2013-03-04 13:40:21.596","WindowsME_BROKE","Problem","flashyThing","641"
"1","2013-03-04 13:40:21.597","","Good","Widgit","642"
"777","2013-03-04 13:40:21.597","WindowsME_BROKE","Warning","flashyThing","643"
"1","2013-03-04 13:40:21.597","Partial","Problem","Widgit","644"
"777","2013-03-04 13:40:21.598","","Good","flashyThing","645"
"1","2013-03-04 13:40:21.598","Partial","Warning","Widgit","646"
"777","2013-03-04 13:40:21.598","WindowsME_BROKE","Problem","flashyThing","647"
"1","2013-03-04 13:40:21.599","","Good","Widgit","648"
"777","2013-03-04 13:40:21.599","WindowsME_BROKE","Warning","flashyThing","649"
"1","2013-03-04 13:40:21.6","Partial","Problem","Widgit","650"
"777","2013-03-04 13:40:21.6","","Good","flashyThing","651"
"1","2013-03-04 13:40:21.6","Partial","Warning","Widgit","652"
"777","2013-03-04 13:40:21.601","WindowsME_BROKE","Problem","flashyThing","653"
"1","2013-03-04 13:40:21.601","","Good","Widgit","654"
"777","2013-03-04 13:40:21.601","WindowsME_BROKE","Warning","flashyThing","655"
"1","2013-03-04 13:40:21.602","Partial","Problem","Widgit","656"
"777","2013-03-04 13:40:21.602","","Good","flashyThing","657"
"1","2013-03-04 13:40:21.603","Partial","Warning","Widgit","658"
"777","2013-03-04 13:40:21.603","WindowsME_BROKE","Problem","flashyThing","659"
"1","2013-03-04 13:40:21.603","","Good","Widgit","660"
"777","2013-03-04 13:40:21.604","WindowsME_BROKE","Warning","flashyThing","661"
"1","2013-03-04 13:40:21.604","Partial","Problem","Widgit","662"
"777","2013-03-04 13:40:21.604","","Good","flashyThing","663"
"1","2013-03-04 13:40:21.605","Partial","Warning","Widgit","664"
"777","2013-03-04 13:40:21.605","WindowsME_BROKE","Problem","flashyThing","665"
"1","2013-03-04 13:40:21.605","","Good","Widgit","666"
"777","2013-03-04 13:40:21.606","WindowsME_BROKE","Warning","flashyThing","667"
"1","2013-03-04 13:40:21.606","Partial","Problem","Widgit","668"
"777","2013-03-04 13:40:21.608","","Good","flashyThing","669"
"1","2013-03-04 13:40:21.608","Partial","Warning","Widgit","670"
"777","2013-03-04 13:40:21.609","WindowsME_BROKE","Problem","flashyThing","671"
"1","2013-03-04 13:40:21.609","","Good","Widgit","672"
"777","2013-03-04 13:40:21.609","WindowsME_BROKE","Warning","flashyThing","673"
"1","2013-03-04 13:40:21.61","Partial","Problem","Widgit","674"
"777","2013-03-04 13:40:21.61","","Good","flashyThing","675"
"1","2013-03-04 13:40:21.61","Partial","Warning","Widgit","676"
"777","2013-03-04 13:40:21.611","WindowsME_BROKE","Problem","flashyThing","677"
"1","2013-03-04 13:40:21.611","","Good","Widgit","678"
"777","2013-03-04 13:40:21.612","WindowsME_BROKE","Warning","flashyThing","679"
"1","2013-03-04 13:40:21.612","Partial","Problem","Widgit","680"
"777","2013-03-04 13:40:21.612","","Good","flashyThing","681"
"1","2013-03-04 13:40:21.613","Partial","Warning","Widgit","682"
"777","2013-03-04 13:40:21.613","WindowsME_BROKE","Problem","flashyThing","683"
"1","2013-03-04 13:40:21.613","","Good","Widgit","684"
"777","2013-03-04 13:40:21.614","WindowsME_BROKE","Warning","flashyThing","685"
"1","2013-03-04 13:40:21.614","Partial","Problem","Widgit","686"
"777","2013-03-04 13:40:21.614","","Good","flashyThing","687"
"1","2013-03-04 13:40:21.615","Partial","Warning","Widgit","688"
"777","2013-03-04 13:40:21.615","WindowsME_BROKE","Problem","flashyThing","689"
"1","2013-03-04 13:40:21.616","","Good","Widgit","690"
"777","2013-03-04 13:40:21.616","WindowsME_BROKE","Warning","flashyThing","691"
"1","2013-03-04 13:40:21.616","Partial","Problem","Widgit","692"
"777","2013-03-04 13:40:21.617","","Good","flashyThing","693"
"1","2013-03-04 13:40:21.617","Partial","Warning","Widgit","694"
"777","2013-03-04 13:40:21.617","WindowsME_BROKE","Problem","flashyThing","695"
"1","2013-03-04 13:40:21.618","","Good","Widgit","696"
"777","2013-03-04 13:40:21.619","WindowsME_BROKE","Warning","flashyThing","697"
"1","2013-03-04 13:40:21.62","Partial","Problem","Widgit","698"
"777","2013-03-04 13:40:21.62","","Good","flashyThing","699"
"1","2013-03-04 13:40:21.621","Partial","Warning","Widgit","700"
"777","2013-03-04 13:40:21.621","WindowsME_BROKE","Problem","flashyThing","701"
"1","2013-03-04 13:40:21.621","","Good","Widgit","702"
"777","2013-03-04 13:40:21.622","WindowsME_BROKE","Warning","flashyThing","703"
"1","2013-03-04 13:40:21.622","Partial","Problem","Widgit","704"
"777","2013-03-04 13:40:21.622","","Good","flashyThing","705"
"1","2013-03-04 13:40:21.623","Partial","Warning","Widgit","706"
"777","2013-03-04 13:40:21.623","WindowsME_BROKE","Problem","flashyThing","707"
"1","2013-03-04 13:40:21.623","","Good","Widgit","708"
"777","2013-03-04 13:40:21.624","WindowsME_BROKE","Warning","flashyThing","709"
"1","2013-03-04 13:40:21.624","Partial","Problem","Widgit","710"
"777","2013-03-04 13:40:21.624","","Good","flashyThing","711"
"1","2013-03-04 13:40:21.625","Partial","Warning","Widgit","712"
"777","2013-03-04 13:40:21.625","WindowsME_BROKE","Problem","flashyThing","713"
"1","2013-03-04 13:40:21.626","","Good","Widgit","714"
"777","2013-03-04 13:40:21.626","WindowsME_BROKE","Warning","flashyThing","715"
"1","2013-03-04 13:40:21.626","Partial","Problem","Widgit","716"
"777","2013-03-04 13:40:21.627","","Good","flashyThing","717"
"1","2013-03-04 13:40:21.627","Partial","Warning","Widgit","718"
"777","2013-03-04 13:40:21.627","WindowsME_BROKE","Problem","flashyThing","719"
"1","2013-03-04 13:40:21.628","","Good","Widgit","720"
"777","2013-03-04 13:40:21.628","WindowsME_BROKE","Warning","flashyThing","721"
"1","2013-03-04 13:40:21.629","Partial","Problem","Widgit","722"
"777","2013-03-04 13:40:21.629","","Good","flashyThing","723"
"1","2013-03-04 13:40:21.629","Partial","Warning","Widgit","724"
"777","2013-03-04 13:40:21.631","WindowsME_BROKE","Problem","flashyThing","725"
"1","2013-03-04 13:40:21.631","","Good","Widgit","726"
"777","2013-03-04 13:40:21.632","WindowsME_BROKE","Warning","flashyThing","727"
"1","2013-03-04 13:40:21.632","Partial","Problem","Widgit","728"
"777","2013-03-04 13:40:21.632","","Good","flashyThing","729"
"1","2013-03-04 13:40:21.633","Partial","Warning","Widgit","730"
"777","2013-03-04 13:40:21.633","WindowsME_BROKE","Problem","flashyThing","731"
"1","2013-03-04 13:40:21.633","","Good","Widgit","732"
"777","2013-03-04 13:40:21.634","WindowsME_BROKE","Warning","flashyThing","733"
"1","2013-03-04 13:40:21.634","Partial","Problem","Widgit","734"
"777","2013-03-04 13:40:21.635","","Good","flashyThing","735"
"1","2013-03-04 13:40:21.635","Partial","Warning","Widgit","736"
"777","2013-03-04 13:40:21.635","WindowsME_BROKE","Problem","flashyThing","737"
"1","2013-03-04 13:40:21.636","","Good","Widgit","738"
"777","2013-03-04 13:40:21.636","WindowsME_BROKE","Warning","flashyThing","739"
"1","2013-03-04 13:40:21.636","Partial","Problem","Widgit","740"
"777","2013-03-04 13:40:21.637","","Good","flashyThing","741"
"1","2013-03-04 13:40:21.637","Partial","Warning","Widgit","742"
"777","2013-03-04 13:40:21.637","WindowsME_BROKE","Problem","flashyThing","743"
"1","2013-03-04 13:40:21.638","","Good","Widgit","744"
"777","2013-03-04 13:40:21.638","WindowsME_BROKE","Warning","flashyThing","745"
"1","2013-03-04 13:40:21.638","Partial","Problem","Widgit","746"
"777","2013-03-04 13:40:21.639","","Good","flashyThing","747"
"1","2013-03-04 13:40:21.639","Partial","Warning","Widgit","748"
"777","2013-03-04 13:40:21.64","WindowsME_BROKE","Problem","flashyThing","749"
"1","2013-03-04 13:40:21.64","","Good","Widgit","750"
"777","2013-03-04 13:40:21.64","WindowsME_BROKE","Warning","flashyThing","751"
"1","2013-03-04 13:40:21.641","Partial","Problem","Widgit","752"
"777","2013-03-04 13:40:21.642","","Good","flashyThing","753"
"1","2013-03-04 13:40:21.643","Partial","Warning","Widgit","754"
"777","2013-03-04 13:40:21.643","WindowsME_BROKE","Problem","flashyThing","755"
"1","2013-03-04 13:40:21.643","","Good","Widgit","756"
"777","2013-03-04 13:40:21.644","WindowsME_BROKE","Warning","flashyThing","757"
"1","2013-03-04 13:40:21.644","Partial","Problem","Widgit","758"
"777","2013-03-04 13:40:21.644","","Good","flashyThing","759"
"1","2013-03-04 13:40:21.645","Partial","Warning","Widgit","760"
"777","2013-03-04 13:40:21.645","WindowsME_BROKE","Problem","flashyThing","761"
"1","2013-03-04 13:40:21.646","","Good","Widgit","762"
"777","2013-03-04 13:40:21.646","WindowsME_BROKE","Warning","flashyThing","763"
"1","2013-03-04 13:40:21.646","Partial","Problem","Widgit","764"
"777","2013-03-04 13:40:21.647","","Good","flashyThing","765"
"1","2013-03-04 13:40:21.647","Partial","Warning","Widgit","766"
"777","2013-03-04 13:40:21.647","WindowsME_BROKE","Problem","flashyThing","767"
"1","2013-03-04 13:40:21.648","","Good","Widgit","768"
"777","2013-03-04 13:40:21.648","WindowsME_BROKE","Warning","flashyThing","769"
"1","2013-03-04 13:40:21.648","Partial","Problem","Widgit","770"
"777","2013-03-04 13:40:21.649","","Good","flashyThing","771"
"1","2013-03-04 13:40:21.649","Partial","Warning","Widgit","772"
"777","2013-03-04 13:40:21.649","WindowsME_BROKE","Problem","flashyThing","773"
"1","2013-03-04 13:40:21.65","","Good","Widgit","774"
"777","2013-03-04 13:40:21.65","WindowsME_BROKE","Warning","flashyThing","775"
"1","2013-03-04 13:40:21.65","Partial","Problem","Widgit","776"
"777","2013-03-04 13:40:21.651","","Good","flashyThing","777"
"1","2013-03-04 13:40:21.651","Partial","Warning","Widgit","778"
"777","2013-03-04 13:40:21.652","WindowsME_BROKE","Problem","flashyThing","779"
"1","2013-03-04 13:40:21.652","","Good","Widgit","780"
"777","2013-03-04 13:40:21.654","WindowsME_BROKE","Warning","flashyThing","781"
"1","2013-03-04 13:40:21.654","Partial","Problem","Widgit","782"
"777","2013-03-04 13:40:21.654","","Good","flashyThing","783"
"1","2013-03-04 13:40:21.655","Partial","Warning","Widgit","784"
